Date,Open,High,Low,Close,Volume,Market Cap
23-May-15,240.29,241.03,238.69,238.87,14605000,"3,409,830,000"
24-May-15,238.98,241.98,238.81,240.95,11508000,"3,391,910,000"
25-May-15,240.93,241.02,236.64,237.11,14423900,"3,420,480,000"
26-May-15,237.1,238.24,235.69,237.12,16425000,"3,367,040,000"
27-May-15,237.07,238.64,236.7,237.28,18837000,"3,367,340,000"
28-May-15,237.26,237.82,236.65,237.41,13829600,"3,370,890,000"
29-May-15,237.38,237.52,235.73,237.1,14805000,"3,373,380,000"
30-May-15,237.09,237.09,232.05,233.35,14098600,"3,370,240,000"
31-May-15,233.14,233.25,229.54,230.19,14730800,"3,314,780,000"
1-Jun-15,230.23,231.71,221.3,222.93,26090500,"3,274,370,000"
2-Jun-15,222.89,226.42,222.42,225.8,20459000,"3,170,730,000"
3-Jun-15,225.74,227.4,223.93,225.87,17752400,"3,212,010,000"
4-Jun-15,225.77,226.58,224.05,224.32,14728100,"3,213,320,000"
5-Jun-15,224.15,225.97,223.18,224.95,18056500,"3,191,080,000"
6-Jun-15,225.01,225.72,224.38,225.62,11131500,"3,203,980,000"
7-Jun-15,225.6,226.19,222.65,222.88,13318400,"3,213,390,000"
8-Jun-15,222.88,229.46,222.84,228.49,23378400,"3,175,520,000"
9-Jun-15,228.54,230.95,227.93,229.05,28353100,"3,257,050,000"
10-Jun-15,229,229.78,228.01,228.8,15904800,"3,264,420,000"
11-Jun-15,228.86,230.29,228.77,229.71,14416000,"3,263,390,000"
12-Jun-15,229.71,231.06,229.31,229.98,14017700,"3,276,290,000"
13-Jun-15,229.92,232.65,229.21,232.4,13305300,"3,280,180,000"
14-Jun-15,232.44,234.86,232,233.54,12165900,"3,317,080,000"
15-Jun-15,233.42,237.84,233.42,236.82,19912100,"3,331,930,000"
16-Jun-15,236.77,251.74,236.12,250.9,41612000,"3,380,500,000"
17-Jun-15,250.82,256.85,246.48,249.28,43858400,"3,581,960,000"
18-Jun-15,249.43,252.11,244.13,249.01,30980200,"3,563,010,000"
19-Jun-15,249.04,250.98,243.79,244.61,23965300,"3,558,500,000"
20-Jun-15,244.53,245.83,240.63,245.21,20608100,"3,494,910,000"
21-Jun-15,245.1,245.22,241.88,243.94,10600900,"3,503,880,000"
22-Jun-15,243.97,247.92,243.78,246.99,17692500,"3,488,460,000"
23-Jun-15,246.93,247.3,243.13,244.3,15108700,"3,531,700,000"
24-Jun-15,244.28,244.34,240.52,240.52,17344900,"3,494,730,000"
25-Jun-15,240.37,243.33,240.37,242.8,16133100,"3,439,620,000"
26-Jun-15,242.6,243.75,241.55,243.59,13983500,"3,472,580,000"
27-Jun-15,243.55,251.34,243.12,250.99,20488600,"3,487,060,000"
28-Jun-15,250.96,251.17,247.43,249.01,15137600,"3,593,900,000"
29-Jun-15,248.72,257.17,248.58,257.06,34742900,"3,562,790,000"
30-Jun-15,257.04,267.87,255.95,263.07,44533800,"3,682,790,000"
1-Jul-15,263.35,265.17,255.77,258.62,27029800,"3,774,140,000"
2-Jul-15,258.55,261.63,254.12,255.41,21551900,"3,706,320,000"
3-Jul-15,255.46,257.08,253.51,256.34,19033800,"3,662,970,000"
4-Jul-15,256.49,261.46,254.2,260.89,15620400,"3,678,800,000"
5-Jul-15,260.81,274.51,258.7,271.91,44156100,"3,741,670,000"
6-Jul-15,271.11,277.42,267.6,269.03,49154800,"3,890,430,000"
7-Jul-15,269.96,271.34,264.83,266.21,28857600,"3,875,220,000"
8-Jul-15,265.98,272.97,264.39,270.79,36980200,"3,818,970,000"
9-Jul-15,270.83,272.34,267.09,269.23,40301200,"3,889,620,000"
10-Jul-15,269.16,294.59,268.8,284.89,100390000,"3,866,510,000"
11-Jul-15,284.88,298.51,283.53,293.12,41109900,"4,093,500,000"
12-Jul-15,293.14,314.39,292.51,310.87,56405000,"4,213,280,000"
13-Jul-15,310.83,310.95,281.01,292.05,62053900,"4,468,540,000"
14-Jul-15,292.03,296.15,286.64,287.46,28727200,"4,199,450,000"
15-Jul-15,288.05,293.25,285.37,285.83,27486600,"4,143,120,000"
16-Jul-15,286.04,291.18,275.24,278.09,49482600,"4,115,410,000"
17-Jul-15,278.09,280.28,272.04,279.47,27591400,"4,001,950,000"
18-Jul-15,279.33,282.53,274.08,274.9,25187100,"4,020,820,000"
19-Jul-15,274.77,275.67,272.51,273.61,15332500,"3,956,140,000"
20-Jul-15,273.5,278.98,272.96,278.98,22711400,"3,938,930,000"
21-Jul-15,278.88,280.55,275.42,275.83,22930700,"4,017,540,000"
22-Jul-15,275.66,277.67,274.38,277.22,19389800,"3,971,960,000"
23-Jul-15,277.34,278.11,275.72,276.05,18531300,"3,997,290,000"
24-Jul-15,276.01,289.25,275.25,288.28,37199400,"3,978,990,000"
25-Jul-15,288.16,290.73,286,288.7,20662200,"4,155,500,000"
26-Jul-15,288.64,293.05,287.71,292.69,16032300,"4,163,470,000"
27-Jul-15,292.64,297.77,287.45,293.62,30592000,"4,222,210,000"
28-Jul-15,293.63,296.65,293.42,294.43,25453600,"4,237,650,000"
29-Jul-15,294.48,294.54,288.78,289.59,24672600,"4,250,940,000"
30-Jul-15,289.1,290.13,286.57,287.72,21635800,"4,174,360,000"
31-Jul-15,287.7,288.96,282.34,284.65,23629100,"4,155,010,000"
1-Aug-15,284.69,284.93,278.11,281.6,18995000,"4,112,610,000"
2-Aug-15,280.45,283.03,277.53,282.61,17722200,"4,052,470,000"
3-Aug-15,282.81,285.47,280.23,281.23,21474100,"4,087,610,000"
4-Aug-15,281.23,285.72,281.23,285.22,21908700,"4,065,870,000"
5-Aug-15,284.85,285.5,281.49,281.88,20128000,"4,119,190,000"
6-Aug-15,281.91,281.91,278.4,278.58,18792100,"4,077,600,000"
7-Aug-15,278.74,280.39,276.37,279.59,42484800,"4,032,820,000"
8-Aug-15,279.74,279.93,260.71,261,58533000,"4,048,270,000"
9-Aug-15,261.12,267,260.47,265.08,23789600,"3,779,770,000"
10-Aug-15,265.48,267.03,262.6,264.47,20979400,"3,843,850,000"
11-Aug-15,264.34,270.39,264.09,270.39,25433900,"3,828,500,000"
12-Aug-15,270.6,270.67,265.47,266.38,26815400,"3,920,210,000"
13-Aug-15,266.18,266.23,262.84,264.08,27685500,"3,857,090,000"
14-Aug-15,264.13,267.47,261.48,265.68,27091200,"3,828,340,000"
15-Aug-15,265.53,266.67,261.3,261.55,19321100,"3,849,530,000"
16-Aug-15,261.87,262.44,257.04,258.51,29717000,"3,797,330,000"
17-Aug-15,258.49,260.51,257.12,257.98,21617900,"3,749,260,000"
18-Aug-15,257.93,257.99,211.08,211.08,42147200,"3,742,020,000"
19-Aug-15,225.67,237.41,222.77,226.68,60869200,"3,274,860,000"
20-Aug-15,226.9,237.37,226.9,235.35,32275000,"3,293,570,000"
21-Aug-15,235.36,236.43,231.72,232.57,23173800,"3,417,200,000"
22-Aug-15,232.66,234.96,222.7,230.39,23205900,"3,379,050,000"
23-Aug-15,230.38,232.71,225.58,228.17,18406600,"3,346,760,000"
24-Aug-15,228.11,228.14,210.44,210.5,59220700,"3,314,640,000"
25-Aug-15,210.07,226.32,199.57,221.61,61089200,"3,053,250,000"
26-Aug-15,222.08,231.18,220.2,225.83,31808000,"3,228,540,000"
27-Aug-15,226.05,228.64,223.68,224.77,21905400,"3,287,220,000"
28-Aug-15,224.7,235.22,220.93,231.4,31336600,"3,268,370,000"
29-Aug-15,231.55,233.22,227.33,229.78,17142500,"3,368,880,000"
30-Aug-15,229.9,232.07,226.25,228.76,19412600,"3,345,740,000"
31-Aug-15,229.11,231.96,225.92,230.06,20710700,"3,335,220,000"
1-Sep-15,230.26,231.22,226.86,228.12,20575200,"3,352,760,000"
2-Sep-15,228.03,230.58,226.48,229.28,18760400,"3,321,180,000"
3-Sep-15,229.32,229.61,226.67,227.18,17482000,"3,340,990,000"
4-Sep-15,227.22,230.9,227.05,230.3,20962400,"3,311,080,000"
5-Sep-15,230.2,236.14,229.44,235.02,20671400,"3,355,470,000"
6-Sep-15,234.87,242.91,234.68,239.84,25473700,"3,424,420,000"
7-Sep-15,239.93,242.11,238.72,239.85,21192200,"3,499,120,000"
8-Sep-15,239.85,245.78,239.68,243.61,26879200,"3,498,750,000"
9-Sep-15,243.42,244.42,237.82,238.17,23635700,"3,551,640,000"
10-Sep-15,238.34,241.29,235.79,238.48,21215500,"3,478,410,000"
11-Sep-15,238.33,241.17,238.33,240.11,19224700,"3,479,310,000"
12-Sep-15,239.86,240.12,234.75,235.23,17962600,"3,502,520,000"
13-Sep-15,235.24,235.94,229.33,230.51,18478800,"3,435,990,000"
14-Sep-15,230.61,232.44,227.96,230.64,20997800,"3,369,190,000"
15-Sep-15,230.49,259.18,229.82,230.3,19177800,"3,368,360,000"
16-Sep-15,230.25,231.22,227.4,229.09,20144200,"3,365,740,000"
17-Sep-15,229.08,230.29,228.93,229.81,18935400,"3,349,390,000"
18-Sep-15,233.52,234.35,232.19,232.98,20242200,"3,415,440,000"
19-Sep-15,232.86,233.21,231.09,231.49,12712600,"3,406,390,000"
20-Sep-15,231.4,232.37,230.91,231.21,14444700,"3,385,770,000"
21-Sep-15,231.22,231.22,226.52,227.09,19678800,"3,383,840,000"
22-Sep-15,226.97,232.39,225.12,230.62,25009300,"3,322,420,000"
23-Sep-15,230.94,231.84,229.59,230.28,17254100,"3,381,390,000"
24-Sep-15,230.36,235.65,230.3,234.53,25097800,"3,373,850,000"
25-Sep-15,234.36,237.43,233.68,235.14,22363600,"3,433,300,000"
26-Sep-15,235.08,235.4,233.36,234.34,13724100,"3,444,730,000"
27-Sep-15,234.14,234.53,232.48,232.76,14179900,"3,431,860,000"
28-Sep-15,232.84,239.34,232.47,239.14,24713000,"3,413,630,000"
29-Sep-15,239.02,239.8,235.93,236.69,22691300,"3,505,090,000"
30-Sep-15,236.64,237.73,235.63,236.06,19743500,"3,471,280,000"
1-Oct-15,236,238.45,235.62,237.55,20488800,"3,462,800,000"
2-Oct-15,237.26,238.54,236.6,237.29,19677900,"3,482,190,000"
3-Oct-15,237.2,239.32,236.94,238.73,16482700,"3,482,100,000"
4-Oct-15,238.53,238.97,237.94,238.26,12999000,"3,502,460,000"
5-Oct-15,238.15,240.38,237.04,240.38,23335900,"3,497,740,000"
6-Oct-15,240.36,246.94,240.14,246.06,27535100,"3,531,230,000"
7-Oct-15,246.17,246.68,242.59,242.97,22999200,"3,617,400,000"
8-Oct-15,243.08,244.25,242.18,242.3,18515300,"3,572,730,000"
9-Oct-15,242.5,244.23,242.12,243.93,17353100,"3,565,090,000"
10-Oct-15,243.74,245.32,243.07,244.94,15912700,"3,584,120,000"
11-Oct-15,244.74,247.24,244.15,247.05,16827300,"3,599,840,000"
12-Oct-15,246.88,247.45,245.18,245.31,17388300,"3,632,110,000"
13-Oct-15,245.2,250.24,243.76,249.51,28198500,"3,608,340,000"
14-Oct-15,249.49,254.28,248.9,251.99,27462600,"3,672,370,000"
15-Oct-15,252.11,255.96,252.05,254.32,25223500,"3,711,800,000"
16-Oct-15,254.3,266.14,253.93,262.87,35901500,"3,745,090,000"
17-Oct-15,262.75,273.58,262.37,270.64,43199600,"3,870,490,000"
18-Oct-15,270.91,271.67,260.78,261.64,22434300,"3,991,620,000"
19-Oct-15,261.86,264.82,260.95,263.44,25258800,"3,859,270,000"
20-Oct-15,263.57,270.84,263.23,269.46,30889800,"3,885,570,000"
21-Oct-15,269.31,270.77,263.84,266.27,25637300,"3,970,980,000"
22-Oct-15,266.5,276.51,266.14,274.02,37808600,"3,930,500,000"
23-Oct-15,273.65,278.68,273.54,276.5,29442500,"4,037,010,000"
24-Oct-15,276.5,281.71,276.5,281.65,25942400,"4,080,140,000"
25-Oct-15,281.45,294.06,281.45,283.68,45717100,"4,154,100,000"
26-Oct-15,283.63,285.3,280.51,285.3,32108800,"4,187,410,000"
27-Oct-15,285.18,296.21,285.01,293.79,46331800,"4,211,500,000"
28-Oct-15,293.7,306.33,293.7,304.62,50808100,"4,338,430,000"
29-Oct-15,304.32,318.17,301.82,313.86,64495900,"4,496,390,000"
30-Oct-15,313.94,334.17,313.94,328.02,78305000,"4,639,690,000"
31-Oct-15,328.51,332.78,309.25,314.17,48598100,"4,856,410,000"
1-Nov-15,315.01,327.47,311.88,325.43,37001100,"4,657,890,000"
2-Nov-15,325.94,365.36,323.21,361.19,101918000,"4,820,850,000"
3-Nov-15,361.87,417.9,357.65,403.42,206162000,"5,353,680,000"
4-Nov-15,403.66,495.56,380.55,411.56,263900000,"5,973,510,000"
5-Nov-15,408.08,447.56,374.58,386.35,151825000,"6,040,410,000"
6-Nov-15,388.05,395.84,354.03,374.47,122687000,"5,745,320,000"
7-Nov-15,374.27,390.59,372.43,386.48,56625100,"5,542,680,000"
8-Nov-15,384.28,389.9,368.7,373.37,51817600,"5,692,390,000"
9-Nov-15,374.32,385.28,362.9,380.26,68224400,"5,546,240,000"
10-Nov-15,379.98,381.39,329.11,336.82,95797900,"5,631,520,000"
11-Nov-15,339.82,340.59,301,311.08,107070000,"5,037,510,000"
12-Nov-15,314.08,345.08,313.36,338.15,78477800,"4,657,240,000"
13-Nov-15,338.5,340.91,326.08,336.75,52003000,"5,020,700,000"
14-Nov-15,336.62,338.18,329.97,332.91,38612000,"4,994,250,000"
15-Nov-15,333.05,334.66,317.49,320.17,44213100,"4,942,420,000"
16-Nov-15,319.74,331.63,315.91,330.75,47980100,"4,746,070,000"
17-Nov-15,330.36,338.35,329.61,335.09,51001600,"4,905,260,000"
18-Nov-15,334.59,336.53,330.64,334.59,43783800,"4,969,330,000"
19-Nov-15,334.68,335.33,325.27,326.15,45011100,"4,971,880,000"
20-Nov-15,326.41,326.47,312.22,322.02,53152900,"4,850,170,000"
21-Nov-15,322.09,328.16,319.6,326.93,28200500,"4,787,340,000"
22-Nov-15,326.98,327.01,321.26,324.54,23439400,"4,861,340,000"
23-Nov-15,324.35,325.12,321.29,323.05,27478900,"4,823,700,000"
24-Nov-15,323.01,323.06,318.12,320.05,29362600,"4,805,160,000"
25-Nov-15,320.05,329.13,316.77,328.21,41666900,"4,762,230,000"
26-Nov-15,328.3,366.76,328.23,352.68,106105000,"4,886,330,000"
27-Nov-15,351.86,363.59,347.87,358.04,55179100,"5,238,500,000"
28-Nov-15,357.14,359.54,352.17,357.38,36816600,"5,318,300,000"
29-Nov-15,357.47,371.94,355.67,371.29,40409300,"5,324,610,000"
30-Nov-15,371.44,382.36,370.38,377.32,71701600,"5,534,000,000"
1-Dec-15,377.41,378.93,356.56,362.49,60452200,"5,624,580,000"
2-Dec-15,361.85,362.23,349.47,359.19,54160500,"5,394,070,000"
3-Dec-15,359.33,370.28,357.41,361.05,50714900,"5,358,040,000"
4-Dec-15,361.26,363.52,355.76,363.18,35784100,"5,388,110,000"
5-Dec-15,363.72,389.79,363.23,388.95,66282200,"5,426,180,000"
6-Dec-15,389.56,402.81,387.09,388.78,77762000,"5,813,290,000"
7-Dec-15,389.98,399.97,385.41,395.54,63455800,"5,821,140,000"
8-Dec-15,395.75,415.56,389.95,415.56,57801400,"5,908,810,000"
9-Dec-15,414.44,423.12,406.29,417.56,90917200,"6,189,620,000"
10-Dec-15,417.99,419.51,411.55,415.48,52138900,"6,244,360,000"
11-Dec-15,415.28,451.94,415.28,451.94,110944000,"6,206,150,000"
12-Dec-15,452.34,469.1,410.74,435,131969000,"6,761,730,000"
13-Dec-15,431.66,441.68,426.27,433.76,55050600,"6,454,430,000"
14-Dec-15,433.27,447.14,430.46,444.18,130496000,"6,480,070,000"
15-Dec-15,443.88,465.32,443.88,465.32,83121100,"6,640,850,000"
16-Dec-15,465.21,465.21,443.85,454.93,107944000,"6,962,090,000"
17-Dec-15,454.78,457.86,448.86,456.08,47978400,"6,807,850,000"
18-Dec-15,455.85,465.18,454.94,463.62,60220100,"6,825,640,000"
19-Dec-15,463.55,465.58,456.77,462.32,47892700,"6,942,950,000"
20-Dec-15,462.23,462.65,434.34,442.69,75409400,"6,925,030,000"
21-Dec-15,442.84,444.73,427.31,438.64,77639700,"6,636,280,000"
22-Dec-15,437.44,443.69,435.52,436.57,50840400,"6,556,960,000"
23-Dec-15,436.72,444.53,436.62,442.4,47161400,"6,547,850,000"
24-Dec-15,443.09,458.46,443.08,454.99,57157200,"6,645,120,000"
25-Dec-15,454.86,458.31,452.08,455.65,39078500,"6,823,120,000"
26-Dec-15,455.76,457.49,405.76,417.27,116166000,"6,838,480,000"
27-Dec-15,416.51,424.01,408.88,422.82,53591200,"6,251,440,000"
28-Dec-15,423.34,429.77,418.48,422.28,49638600,"6,356,100,000"
29-Dec-15,422.1,432.98,420.63,432.98,51596500,"6,339,010,000"
30-Dec-15,433.3,434.39,422.08,426.62,46889400,"6,508,960,000"
31-Dec-15,425.88,432.92,418.74,430.57,45996600,"6,399,190,000"
1-Jan-16,430.72,436.25,427.52,434.33,36278900,"6,473,530,000"
2-Jan-16,434.62,436.06,431.87,433.44,30096600,"6,533,630,000"
3-Jan-16,433.58,433.74,424.71,430.01,39633800,"6,519,500,000"
4-Jan-16,430.06,434.52,429.08,433.09,38477500,"6,468,180,000"
5-Jan-16,433.07,434.18,429.68,431.96,34522600,"6,515,380,000"
6-Jan-16,431.86,431.86,426.34,429.11,34042500,"6,498,830,000"
7-Jan-16,430.01,458.77,429.08,458.05,87562200,"6,472,580,000"
8-Jan-16,457.54,462.93,447.94,453.23,56993000,"6,888,600,000"
9-Jan-16,453.38,454.64,446.89,447.61,32278000,"6,828,000,000"
10-Jan-16,448.24,448.31,440.35,447.99,35995900,"6,752,210,000"
11-Jan-16,448.7,450.66,443.86,448.43,40450000,"6,761,090,000"
12-Jan-16,448.18,448.18,435.69,435.69,115607000,"6,755,220,000"
13-Jan-16,434.67,435.19,424.44,432.37,173888000,"6,553,350,000"
14-Jan-16,432.29,433.32,427.85,430.31,43945500,"6,519,110,000"
15-Jan-16,430.26,430.26,364.33,364.33,153351000,"6,489,870,000"
16-Jan-16,365.07,390.56,354.91,387.54,120352000,"5,507,790,000"
17-Jan-16,387.15,390.97,380.09,382.3,45319600,"5,842,270,000"
18-Jan-16,381.73,388.1,376.67,387.17,54403900,"5,761,940,000"
19-Jan-16,387.03,387.73,378.97,380.15,46819800,"5,843,510,000"
20-Jan-16,379.74,425.27,376.6,420.23,121720000,"5,734,760,000"
21-Jan-16,419.63,422.88,406.3,410.26,68338000,"6,338,800,000"
22-Jan-16,409.75,410.41,375.28,382.49,91546600,"6,190,940,000"
23-Jan-16,382.43,394.54,381.98,387.49,56247400,"5,779,890,000"
24-Jan-16,388.1,405.49,387.51,402.97,54824800,"5,867,300,000"
25-Jan-16,402.32,402.32,388.55,391.73,59062400,"6,083,900,000"
26-Jan-16,392,397.77,390.58,392.15,58147000,"5,929,520,000"
27-Jan-16,392.44,396.84,391.78,394.97,47424400,"5,937,780,000"
28-Jan-16,395.15,395.5,379.74,380.29,59247900,"5,980,180,000"
29-Jan-16,380.11,384.38,365.45,379.47,86125300,"5,753,970,000"
30-Jan-16,378.87,380.92,376.49,378.26,30284400,"5,736,760,000"
31-Jan-16,378.29,380.35,367.84,368.77,37894300,"5,729,870,000"
1-Feb-16,369.35,378.07,367.96,373.06,51656700,"5,596,090,000"
2-Feb-16,372.92,375.88,372.92,374.45,40378700,"5,651,690,000"
3-Feb-16,374.65,374.95,368.05,369.95,45933400,"5,679,530,000"
4-Feb-16,370.17,391.61,369.99,389.59,69285500,"5,613,380,000"
5-Feb-16,388.9,391.09,385.57,386.55,43825000,"5,898,960,000"
6-Feb-16,386.59,386.63,372.39,376.52,49249300,"5,865,740,000"
7-Feb-16,376.51,380.87,374.9,376.62,37076300,"5,714,760,000"
8-Feb-16,376.76,379.88,373.33,373.45,47671100,"5,720,100,000"
9-Feb-16,373.42,377.25,372.9,376.03,55318500,"5,670,880,000"
10-Feb-16,376.15,385.48,375.78,381.65,85130900,"5,713,880,000"
11-Feb-16,382.11,383.13,376.4,379.65,74375600,"5,806,110,000"
12-Feb-16,379.69,384.95,379.6,384.26,67042800,"5,771,040,000"
13-Feb-16,384.64,391.86,384.64,391.86,61911700,"5,847,990,000"
14-Feb-16,392.93,407.23,392.93,407.23,74469800,"5,975,580,000"
15-Feb-16,407.57,410.38,397.75,400.19,74070500,"6,199,850,000"
16-Feb-16,401.43,408.95,401.43,407.49,73093100,"6,108,040,000"
17-Feb-16,407.66,421.17,406.78,416.32,83193600,"6,204,150,000"
18-Feb-16,416.57,426,415.64,422.37,76752600,"6,341,430,000"
19-Feb-16,422.73,423.1,417.6,420.79,55711300,"6,436,980,000"
20-Feb-16,421.6,441.98,421.6,437.16,93992100,"6,421,310,000"
21-Feb-16,437.77,448.05,429.08,438.8,89820700,"6,669,260,000"
22-Feb-16,438.99,439.05,432.92,437.75,85385200,"6,689,200,000"
23-Feb-16,438.26,439.86,417.82,420.74,85244900,"6,679,400,000"
24-Feb-16,420.96,425.55,413.91,424.96,67743700,"6,417,190,000"
25-Feb-16,425.04,427.72,420.42,424.54,70798000,"6,480,650,000"
26-Feb-16,424.63,432.15,421.62,432.15,61486000,"6,476,080,000"
27-Feb-16,432.84,434.23,428.1,432.52,41893600,"6,602,810,000"
28-Feb-16,432.57,435.68,423.82,433.5,53033400,"6,600,310,000"
29-Feb-16,433.44,441.51,431.69,437.7,60694700,"6,614,980,000"
1-Mar-16,437.92,439.65,432.32,435.12,74895800,"6,684,800,000"
2-Mar-16,435.13,435.92,423.99,423.99,74955300,"6,643,810,000"
3-Mar-16,423.91,425.37,419.41,421.65,100484000,"6,474,150,000"
4-Mar-16,421.84,425.18,410.94,410.94,90856100,"6,443,890,000"
5-Mar-16,410.78,411.26,394.04,400.57,135385000,"6,276,610,000"
6-Mar-16,400.53,411.91,395.78,407.71,91212500,"6,121,400,000"
7-Mar-16,407.76,415.92,406.31,414.32,85762400,"6,233,430,000"
8-Mar-16,414.47,416.24,411.09,413.97,70311700,"6,337,370,000"
9-Mar-16,413.89,416.03,411.61,414.86,70012300,"6,330,230,000"
10-Mar-16,414.74,417.51,413.25,417.13,81022900,"6,344,960,000"
11-Mar-16,417.24,423.93,417.01,421.69,73969700,"6,384,740,000"
12-Mar-16,421.61,421.8,410.09,411.62,92712900,"6,453,260,000"
13-Mar-16,411.65,416.6,411.64,414.07,74322800,"6,302,330,000"
14-Mar-16,414.2,416.68,414.2,416.44,95259400,"6,342,780,000"
15-Mar-16,416.39,418.13,414.99,416.83,66781700,"6,377,870,000"
16-Mar-16,416.89,417.69,415.91,417.01,65185800,"6,387,190,000"
17-Mar-16,417.89,421,417.89,420.62,83528600,"6,404,130,000"
18-Mar-16,420.55,420.55,406.14,409.55,104940000,"6,446,330,000"
19-Mar-16,409.27,410.98,407.23,410.44,58423000,"6,274,790,000"
20-Mar-16,410.4,414.63,410.4,413.76,45947900,"6,293,610,000"
21-Mar-16,413.42,413.42,410.38,413.31,61655400,"6,341,380,000"
22-Mar-16,413.13,418.38,412.53,418.09,66813300,"6,338,430,000"
23-Mar-16,418.16,419.27,417.36,418.04,61444200,"6,417,130,000"
24-Mar-16,418.42,418.68,415.49,416.39,68346700,"6,422,730,000"
25-Mar-16,416.51,418.08,415.56,417.18,52560000,"6,394,850,000"
26-Mar-16,417.37,418.99,416.26,417.95,44650400,"6,409,500,000"
27-Mar-16,418.14,428.8,417.71,426.77,71229400,"6,423,040,000"
28-Mar-16,426.55,426.86,423.29,424.23,68522800,"6,553,700,000"
29-Mar-16,424.3,426.2,412.68,416.52,75411500,"6,521,010,000"
30-Mar-16,416.83,416.83,412.5,414.82,66034100,"6,407,840,000"
31-Mar-16,415.26,418.37,415.26,416.73,60215200,"6,385,140,000"
1-Apr-16,416.76,418.17,415.83,417.96,51235700,"6,409,540,000"
2-Apr-16,418.42,422.08,418.42,420.87,45681200,"6,436,700,000"
3-Apr-16,421.17,421.58,419.7,420.9,38053700,"6,480,470,000"
4-Apr-16,421.3,422.34,419.6,421.44,50634300,"6,483,910,000"
5-Apr-16,421.02,424.26,420.61,424.03,60718000,"6,481,350,000"
6-Apr-16,424.28,424.53,422.73,423.41,59091000,"6,533,260,000"
7-Apr-16,423.62,423.66,420.52,422.75,57858600,"6,524,680,000"
8-Apr-16,422.91,425.36,419.64,420.35,63454700,"6,515,190,000"
9-Apr-16,420.81,420.89,416.52,419.41,49792700,"6,484,410,000"
10-Apr-16,419.59,422.44,419.26,421.56,73478600,"6,467,330,000"
11-Apr-16,421.87,422.74,420.53,422.48,50747500,"6,504,290,000"
12-Apr-16,422.84,427.28,422.84,425.19,70728800,"6,520,870,000"
13-Apr-16,425.63,426.66,422.92,423.73,69060400,"6,565,470,000"
14-Apr-16,423.94,425.37,423.01,424.28,45281000,"6,541,030,000"
15-Apr-16,424.43,429.93,424.43,429.71,54801500,"6,550,350,000"
16-Apr-16,429.58,432.63,428.98,430.57,39392800,"6,631,310,000"
17-Apr-16,430.64,431.37,426.08,427.4,52125900,"6,649,170,000"
18-Apr-16,427.61,429.27,427.09,428.59,55670900,"6,604,150,000"
19-Apr-16,428.7,436.02,428.1,435.51,52810500,"6,622,450,000"
20-Apr-16,435.32,443.05,434.41,441.39,72890100,"6,726,370,000"
21-Apr-16,441.42,450.55,440.95,449.43,68204700,"6,822,320,000"
22-Apr-16,449.69,449.81,444.15,445.74,58804400,"6,951,860,000"
23-Apr-16,445.86,450.28,444.33,450.28,50485400,"6,894,280,000"
24-Apr-16,450.56,460.15,448.93,458.56,68198400,"6,968,570,000"
25-Apr-16,459.12,466.62,453.59,461.43,87091800,"7,102,490,000"
26-Apr-16,461.65,467.97,461.62,466.09,78971900,"7,143,060,000"
27-Apr-16,466.26,467.08,444.13,444.69,93564900,"7,216,190,000"
28-Apr-16,445.04,449.55,436.65,449.01,74064700,"6,889,170,000"
29-Apr-16,449.41,455.38,446.02,455.1,49258500,"6,958,330,000"
30-Apr-16,455.18,455.59,447.7,448.32,69322600,"7,049,460,000"
1-May-16,448.48,452.48,447.93,451.88,40660100,"6,947,430,000"
2-May-16,451.93,452.45,441.78,444.67,92127000,"7,002,610,000"
3-May-16,444.73,451.1,442.62,450.3,59366400,"6,892,690,000"
4-May-16,450.18,450.38,445.63,446.72,50407300,"6,978,950,000"
5-May-16,446.71,448.51,445.88,447.98,50440800,"6,926,990,000"
6-May-16,447.94,461.38,447.07,459.6,72796800,"6,947,800,000"
7-May-16,459.64,460.68,457.32,458.54,38364500,"7,131,120,000"
8-May-16,458.43,459.42,455.98,458.55,40315000,"7,114,060,000"
9-May-16,458.21,462.48,456.53,460.48,55493100,"7,112,510,000"
10-May-16,460.52,461.93,448.95,450.9,58956100,"7,150,370,000"
11-May-16,450.86,454.58,450.86,452.73,50605200,"7,002,230,000"
12-May-16,452.45,454.95,449.25,454.77,59849300,"7,028,330,000"
13-May-16,454.85,457.06,453.45,455.67,60845000,"7,067,270,000"
14-May-16,455.82,456.84,454.79,455.67,37209000,"7,084,100,000"
15-May-16,455.76,458.69,455.46,457.57,28514000,"7,084,760,000"
16-May-16,457.59,458.2,452.95,454.16,59171500,"7,114,740,000"
17-May-16,454.01,455.07,453.61,453.78,64100300,"7,060,730,000"
18-May-16,453.69,456,453.3,454.62,86850100,"7,057,390,000"
19-May-16,454.52,454.63,438.72,438.72,96027400,"7,072,090,000"
20-May-16,437.79,444.05,437.39,442.68,81987900,"6,813,080,000"
21-May-16,442.97,443.78,441.71,443.19,42762300,"6,895,230,000"
22-May-16,443.22,443.43,439.04,439.32,39657600,"6,900,700,000"
23-May-16,439.35,444.35,438.82,444.16,50582500,"6,842,470,000"
24-May-16,444.29,447.1,443.93,445.98,65783100,"6,921,460,000"
25-May-16,446.06,450.3,446.06,449.6,65231000,"6,950,690,000"
26-May-16,449.67,453.64,447.9,453.38,65203800,"7,008,500,000"
